Y,E1,E2,E3,E4,E5,E6,E7,E8,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30
111.264204,5.458293068,5.000315928,5.570098426,4.856727547,4.262410145,5.216229632,5.670017852,4.312132051,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
92.33998471,5.625440176,4.370265895,4.587894004,4.185964269,5.076998244,4.678829964,3.99880556,3.883490856,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
92.48581463,3.95433825,4.265934131,5.195200235,5.994045521,5.421952694,4.359643337,5.079942456,3.46799414,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
106.2851173,6.142901496,2.54367683,5.135605649,4.372615273,5.298060557,4.987000521,4.526221444,4.963361561,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0
101.8787254,3.923356187,5.119013119,6.416466313,3.680801972,3.114755031,3.377952279,5.111169681,6.272956304,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
162.4019168,5.186176041,4.751030907,5.036620282,4.006909439,5.220844495,4.795286046,6.213438982,6.349234956,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0
120.8585482,5.085482701,6.12113806,5.017645779,6.183836298,4.932863623,7.090389347,4.124791845,2.512209585,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
103.4193629,5.726277014,6.044966213,4.396157507,7.013538308,5.010852389,5.840579342,6.38147817,4.875623309,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
110.5880674,5.154085164,4.990358774,5.636609517,5.336724526,5.273254773,5.564206848,2.776284908,4.901056548,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0
113.7214127,5.909274207,5.075905503,4.46329403,3.711647855,4.162564729,4.07492688,4.12022556,4.917569919,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
92.64760763,4.161324296,4.887701252,4.820154216,5.060558339,4.220578526,2.466610781,4.173158668,4.500042504,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
145.1151556,4.368403505,6.236294178,3.485394018,6.92538225,4.874426053,5.682659697,4.539989004,7.179586238,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0
137.5202329,4.666645677,6.846938913,3.443686855,4.389615431,5.160024734,4.916865208,5.048717061,5.83552595,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
75.53643792,6.002053755,4.730770817,5.718593039,4.802053431,6.455478372,3.323720164,5.099911036,4.289760438,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
105.2632975,5.682920183,4.148344799,4.81329385,3.645787845,3.333669094,5.781985476,4.930980983,4.3716746,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
112.8727611,5.706455457,4.058700167,3.561472611,2.945662212,5.719482258,6.043783859,7.290828571,5.240426686,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0
110.2948747,4.70173204,5.207572562,6.059759321,2.974941973,4.497076889,6.097731213,5.439772457,5.394717644,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
127.8935858,6.808012207,4.638673041,5.370885492,5.846871517,5.028486977,5.570140696,4.742848633,6.967225934,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
85.43851119,5.959193963,4.234509748,3.642014445,6.201720932,3.454705334,4.139389208,3.605178888,4.214521872,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
124.2728154,4.707674173,3.939428842,6.367369704,4.213974377,3.481980392,5.581330746,4.684669415,5.037578753,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
148.2203935,6.43585559,5.826025799,3.72552888,4.743003005,4.73423083,5.966418239,6.298370711,5.542156077,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
111.7167676,6.340811071,6.618661118,3.045470362,7.483813974,5.368014816,5.1270068,5.847038887,2.809211761,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
125.0617447,3.382464686,5.849021294,4.174209037,4.89620795,4.548777332,7.014472273,5.817591319,5.593947553,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
118.3707101,4.854662811,5.496843059,5.02522956,3.501997535,5.334146136,5.15521976,6.508807703,5.150442401,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
95.07603535,1.938537319,4.580324328,7.200283733,4.545973645,4.948541142,3.668177954,5.278190949,4.287143247,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1
150.7727044,5.690372317,5.803342579,4.674014776,3.437641084,4.505775054,4.817092407,5.588508337,7.321325081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
71.01261669,5.235384847,4.133140387,5.684868085,4.886861225,4.508283256,4.359782493,5.028791028,4.668982275,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
124.1672605,7.196780452,5.149132388,6.068842622,4.373927926,5.839753362,4.723143056,4.669865127,6.223870736,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
129.0430004,5.058556182,4.25911801,6.283258288,5.493039999,6.235050969,7.183478964,5.92462433,4.730762055,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
71.48130693,5.580513898,4.291979931,4.83642847,4.52726115,4.176026774,3.664535415,4.915880389,3.465824394,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
113.4289681,3.371276813,5.091593418,4.559772891,5.88905662,4.800831973,6.38679835,5.362648022,4.830502637,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
96.94811679,4.841239062,5.847474069,6.259062714,3.243933038,2.456081994,4.59932123,6.019758284,3.147170225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
81.8035713,4.585264577,7.047970793,5.55684077,6.015309661,4.376128688,3.937803564,2.723109409,4.717893278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
87.84875529,3.867766153,4.686801263,4.109605012,4.681506977,5.95240978,5.453644997,5.545495343,3.071629201,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
110.2849592,4.039717664,5.009349677,5.496718292,5.454262618,4.520895511,5.121241046,5.485977173,4.843386874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
111.0142869,5.117189986,3.836253305,5.960641234,6.271038921,5.089522342,3.948676445,6.433552693,5.589898992,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
143.876305,4.995119393,7.184454458,6.566971562,4.159371388,4.524547017,5.384209031,5.219416124,4.151824967,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
108.0755261,5.148880527,4.24159817,3.514798301,4.557718798,5.261072679,2.809052817,4.817541318,7.830919576,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
148.5744845,7.459089394,5.431163617,5.064407364,6.578000429,5.383682614,6.685353496,5.354487706,5.195319367,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
141.1364905,4.447235865,4.661292823,5.185609204,4.682495336,6.050848988,4.695970643,5.873397711,6.960775213,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
117.6669671,6.357878632,5.743700773,6.343635738,4.65023063,5.671620962,4.489032034,3.133112032,5.398413264,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
120.7943227,5.347812284,5.677675921,5.57597259,4.408304605,3.839514772,5.401512582,6.094899028,6.390330286,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
102.7696181,5.73597982,5.358578675,5.299360868,4.679525124,5.524513484,3.099919789,4.526843296,5.754801311,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
138.2415517,4.042447716,4.727077573,5.744200923,7.030711733,6.861025973,4.597438681,5.617725384,5.373980922,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
92.55024713,5.21045402,4.673938128,5.042860173,3.609064466,6.548146102,3.461473347,3.746696211,5.55670721,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
110.3064325,5.749762005,2.294500617,7.043892452,4.444616782,8.130928389,4.94514865,5.697088892,6.207504189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0
110.7731794,3.953377505,5.911281954,5.438192628,4.79591009,4.363183476,1.774335846,4.857533986,5.925786577,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
103.8938702,5.889293918,5.057081291,5.08074802,5.070501394,5.001396468,3.651081324,5.751543543,4.500421357,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
110.8945969,4.595115459,5.620876225,4.635319524,5.110966899,5.900475521,4.823901231,3.976558103,4.567544289,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
119.0162139,5.750093973,4.619156629,4.47657185,5.538572294,5.397201832,3.353405731,6.934971347,4.379152223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
94.47420614,6.154411742,4.263109318,4.299946898,5.482890197,5.265178631,4.171669158,4.655445312,4.180174025,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
117.8367578,5.057305745,5.720133337,5.84407875,6.504570478,7.166816389,4.699369879,6.019099002,4.981331712,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
133.0796015,4.670369255,7.121606447,4.62729775,5.050712953,4.520477888,3.918371965,4.121930303,6.485327221,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
123.0124314,4.592739269,4.792298568,5.987726357,6.014170285,4.561975761,4.800944681,5.093317977,4.882934152,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
107.1617402,5.48092067,5.517614081,4.925020203,3.529409027,4.426865735,3.5700158,5.138076801,5.910912646,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
143.2727037,4.107621884,4.65397561,5.809672193,4.190212862,3.968606555,3.224033036,5.1330508,6.218899102,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1
113.642626,3.068354805,5.461278109,5.834747431,3.093253653,3.885391073,4.955821981,4.847592807,5.429490069,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
142.6201741,6.573714759,5.787431956,4.445847576,4.451227362,6.229334955,4.156940506,5.902692958,4.407260581,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
115.5637671,5.320600499,4.40109685,5.622179246,6.010832163,5.086261313,5.40873488,5.597590719,5.462124487,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
120.5724001,5.317685443,4.015842419,5.256336606,5.900170175,5.896398503,4.470172764,6.26937541,3.963293097,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
121.7917781,5.937530851,5.184736304,4.844771532,4.030111546,6.98145017,4.379404586,3.554376532,4.781701636,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
129.1467621,4.119303579,3.470965233,5.409042933,5.156744407,6.117431095,2.980818313,5.301087946,6.00393551,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93.48068069,5.987285731,5.945314446,6.133395245,5.539077347,4.945493978,5.04041349,6.19760507,3.444226681,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
137.9402377,5.795759276,6.127237046,4.692314548,3.671607094,4.969630519,5.929269588,5.290124496,6.292391437,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
121.6115496,5.270607365,4.919710302,5.489496156,4.324722673,6.366301832,4.93760366,4.193000912,4.518413301,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
100.0200931,6.401983725,5.214862893,2.912871248,5.876400219,4.159210208,4.445741666,4.2976942,4.272365231,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
76.35835615,4.127387161,5.328095892,4.535401343,6.256007786,4.853415165,2.094617544,5.870663237,4.584934819,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
117.7354305,3.799586214,7.599689875,4.052206741,3.628418084,5.317227975,6.204263452,3.780101617,5.96506261,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
134.4330131,4.354580341,4.750124972,4.890615616,5.803974995,5.049819382,6.04912472,6.193208557,4.671333794,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
111.9834596,5.75165666,5.337053474,5.187739093,5.686437394,3.903465767,4.259839151,5.861550966,5.709520327,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
121.1922099,5.078393948,5.200186633,4.796158245,4.236725329,6.406617421,4.530299175,6.176510379,4.905709327,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1
137.1979022,5.091803639,4.955925848,6.088948203,6.026863197,5.462845516,4.596727446,4.795320744,6.916798183,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
142.4293213,3.962565291,6.66325929,6.003534368,5.384711713,4.131984574,6.077834234,4.886990032,5.292263271,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
100.1138051,6.284954264,5.76860088,6.313800653,5.657398074,5.418795243,4.233432729,5.654342182,4.393404262,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
115.9425769,6.273939404,4.99802349,4.618262467,7.048516603,4.612994692,4.299539817,5.069487136,5.784023507,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
131.7905717,5.317131472,5.434413849,4.412326147,4.790414312,2.857568655,5.951329467,4.489930325,4.720890943,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99.17257083,3.081843757,4.302961478,3.499862139,5.604058364,5.096133782,6.058378991,4.727574033,3.742129497,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
115.2091226,3.478711865,4.737759341,6.560112979,5.077677154,4.878695689,6.433629887,3.404586242,5.150307208,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0
106.4972846,6.163334299,7.945640884,5.111729725,5.699012678,5.689712621,6.457774952,5.567507715,2.727794134,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
110.3196726,2.149551735,4.973514585,5.208199478,5.081091565,5.35372145,6.693464347,4.381114791,5.100854911,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
120.1253784,5.452312906,5.746337712,4.249419512,5.00056731,7.416674914,4.43256127,5.729005996,5.194733405,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1
122.1292797,3.31653561,6.051586086,5.878922826,4.806864859,4.286149474,5.371339848,4.920799385,5.824093837,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
124.6142433,7.127034154,4.102422284,5.895992357,6.564651731,3.608599679,6.005710151,5.032275214,3.443424945,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
95.47350652,5.388082917,5.125788323,4.642474323,5.740759261,5.599886723,4.458742999,3.523177515,5.031662897,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
101.1314146,6.680803739,3.574103125,6.364469837,5.313896396,3.658003565,4.646622341,5.098321979,2.556475592,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
127.4646159,3.663230954,4.524615025,4.848547761,5.576145395,7.685579535,4.514095418,6.147660295,6.371922761,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
106.5107786,5.070389972,4.538248023,3.707285341,2.443170047,7.565850698,4.79073511,4.821586953,5.609030168,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
145.800893,5.449770059,4.341457146,4.757530298,5.317784644,4.829208047,6.034475015,5.59116249,5.376534294,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
124.96226,2.97389946,6.812909585,5.159890791,4.6904912,4.477149968,5.991260151,4.959930827,5.003664639,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1
112.2523815,5.897745618,4.65392236,6.004494079,3.568638227,5.24759273,2.980021134,5.990648322,5.300471022,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
128.1324527,4.596026901,6.184802995,3.068243649,3.435882932,5.302712072,5.910780711,3.36682615,4.169576802,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
145.2869208,6.06014199,6.143806454,5.461279147,4.56217404,2.258197788,5.701320313,3.876791977,5.659697552,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
127.1959761,3.041618563,4.49963383,5.249300101,3.340278654,4.394937769,5.839546087,6.976872921,3.870589842,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
92.09115062,4.515765098,5.030964086,4.974170718,5.837428647,4.776859577,5.75991097,5.582380008,3.72463903,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
134.9948344,6.327994542,3.432647238,4.604837025,2.811204951,5.677243825,5.239989409,2.931064466,4.850765336,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1
